"","guilty","strength","gunstrength","probability","gunprob","check1","firetestcred","algtestcred","overrel","examrel","algrel","examsci","oversci","algsci","expunder","algunder","mistakes","firerel","check2","firesci","unique","harm","time","scenario_number","fingerprint","algorithm","picture","conclusion","typos"
"208","No","1 <br/> Not at all strong","1 <br/> Not at all strong",2,2,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658438638.03004,11,"261d4634625e75278de7c56f1e1ccad1","Yes","Yes","Inconclusive","Corrected"
"210","No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,1,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Moderately scientific","Moderately scientific","Extremely scientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658439270.18902,11,"1366cd487d20d6e173f3839be0535075","Yes","Yes","Inconclusive","Corrected"
"211","No","1 <br/> Not at all strong","9 <br/> Extremely strong",10,50,"9mm","Extremely credible","Extremely credible","Moderately reliable","Moderately reliable","Weakly reliable","Moderately scientific","Extremely scientific","Extremely scientific","4.0","4.0","Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658439383.77165,10,"6cccd13b1284bb8623b60f342cc28243","Yes","Yes","Match","Corrected"
"212","Yes","7.0","8.0",90,96,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","4.0","3 <br/> I understood about half of the method","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658439646.09801,7,"35a8f87fac28310ad9bc08f74eec5eb8","Yes","No","Match","Corrected"
"213","Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",96,99,"9mm","Extremely credible","Extremely credible","Extremely reliable","Moderately reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","4.0","4.0","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658441545.01496,10,"edc714c10a8ad092725787dddbaa3134","Yes","Yes","Match","Corrected"
"214","Yes","8.0","8.0",97,96,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Moderately scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658448302.9495,8,"fce7022bfa98149f92de883f15e7e560","Yes","No","Inconclusive","Corrected"
"215","No","2.0","1 <br/> Not at all strong",12,12,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Moderately reliable","Extremely scientific","Extremely scientific","Extremely scientific","4.0","3 <br/> I understood about half of the method","Sometimes","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658448360.94474,11,"56571c07da22c0dc3cde798bb9159a75","Yes","Yes","Inconclusive","Corrected"
"216","No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,0,"9mm","Extremely credible","Moderately credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","4.0","3 <br/> I understood about half of the method","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658449436.67517,12,"d6b387f53f686f2827d014d0ffb8aaa5","Yes","Yes","NoMatch","Corrected"
"217","No","2.0","2.0",10,10,"9mm","Extremely credible","Extremely credible","Moderately reliable","Moderately reliable","Moderately reliable","Moderately scientific","Moderately scientific","Moderately scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Failing to convict a guilty person",1658449579.21435,11,"c60babd73018c2a691429f931d5940ad","Yes","Yes","Inconclusive","Corrected"
"218","No","3.0","3.0",40,40,"9mm","Extremely credible","Extremely credible","Moderately reliable","Extremely reliable","Moderately reliable","Extremely scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658449840.8311,8,"7df49031fe2a94ab7fa502390dbc9275","Yes","No","Inconclusive","Corrected"
"219","No","4.0","7.0",50,90,"9mm","Moderately credible","Moderately credible","Moderately reliable","Moderately reliable","Moderately reliable","Extremely scientific","Moderately scientific","Moderately scientific","5 <br/> I understood everything","5 <br/> I understood everything","Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658449920.00298,7,"2f98bb597f67f71883894a8e7c480dc2","Yes","No","Match","Corrected"
"220","No","3.0","2.0",15,1,"9mm","Extremely credible","Extremely credible","Moderately reliable","Moderately reliable","Moderately reliable","Moderately scientific","Moderately scientific","Moderately scientific","4.0","4.0","Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658450795.46924,9,"6e8ecc0b77d1d0ef4a522978d51c2a71","Yes","No","NoMatch","Corrected"
"221","Yes","8.0","9 <br/> Extremely strong",96,97,"9mm","Extremely credible","Moderately credible","Extremely reliable","Extremely reliable","Moderately reliable","Extremely scientific","Extremely scientific","Moderately scientific","4.0","4.0","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658452280.94644,10,"bf263f841d002a08e80ea2d5fb0148fd","Yes","Yes","Match","Corrected"
"222","No","3.0","1 <br/> Not at all strong",22,10,"9mm","Moderately credible","Moderately credible","Moderately unreliable","Moderately reliable","Moderately reliable","Moderately scientific","Moderately scientific","Moderately scientific","4.0","2.0","Sometimes","Neither reliable nor unreliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658452350.12196,8,"551e5e36d214f65b7c037f8f8c6a74b6","Yes","No","Inconclusive","Corrected"
"223","No","2.0","2.0",34,26,"9mm","Extremely credible","Extremely credible","Moderately unreliable","Moderately reliable","Moderately reliable","Neither scientific nor unscientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658452398.73906,12,"ed4ac22efeb1b2324e8e1ba9d946420b","Yes","Yes","NoMatch","Corrected"
"224","No","1 <br/> Not at all strong","1 <br/> Not at all strong",2,1,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","4.0","4.0","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658453252.21122,12,"ae9403fe6cee0c9dc881cc4a0c78822e","Yes","Yes","NoMatch","Corrected"
"225","No","1 <br/> Not at all strong","3.0",50,30,"9mm","Extremely credible","Extremely credible","Neither reliable nor unreliable","Moderately reliable","Moderately reliable","Extremely scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Occasionally","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658454851.92332,11,"86073bfa8fcfb76eccfa4e2cbaac1e89","Yes","Yes","Inconclusive","Corrected"
"226","No","1 <br/> Not at all strong","1 <br/> Not at all strong",0,0,"9mm","Extremely credible","Extremely credible","Extremely unreliable","Extremely reliable","Extremely reliable","Moderately scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","3 <br/> I understood about half of the method","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658455539.35182,12,"e5420b821f9da57d996cfc7068767ab0","Yes","Yes","NoMatch","Corrected"
"227","No","3.0","2.0",10,11,"9mm","Extremely credible","Moderately noncredible","Extremely reliable","Extremely reliable","Moderately unreliable","Moderately unscientific","Extremely scientific","Extremely unscientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Sometimes","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658455821.59086,11,"0d8fbc1be4a84bcacfa773f42d2dde91","Yes","Yes","Inconclusive","Corrected"
"228","No","3.0","8.0",70,80,"9mm","Extremely credible","Extremely credible","Extremely reliable","Moderately reliable","Weakly reliable","Moderately scientific","Moderately scientific","Moderately scientific","5 <br/> I understood everything","5 <br/> I understood everything","Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658456192.42894,10,"f34c914628b12919845efa954ec8b453","Yes","Yes","Match","Corrected"
"229","Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",98,97,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658457636.81578,7,"9c87295e45c8414dcd2acc5a714a2e7e","Yes","No","Match","Corrected"
"230","No","1 <br/> Not at all strong","1 <br/> Not at all strong",0,0,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658457741.58037,9,"df78787f4fd7a58d3e7b1e1339a6c9ff","Yes","No","NoMatch","Corrected"
"231","No","4.0","4.0",50,50,"22mm","Extremely credible","Extremely credible","Extremely reliable","Moderately reliable","Moderately reliable","Moderately scientific","Extremely scientific","Extremely scientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658458674.04785,11,"a6756e7d06516c7c96716bfa4b3fac86","Yes","Yes","Inconclusive","Corrected"
"232","No","2.0","1 <br/> Not at all strong",16,1,"9mm","Extremely credible","Extremely credible","Extremely unreliable","Extremely reliable","Extremely reliable","Extremely scientific","Moderately scientific","Extremely scientific","4.0","3 <br/> I understood about half of the method","Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658459055.06857,8,"9ba05a0a9ebda4d58a5c7aa37e9eefb9","Yes","No","Inconclusive","Corrected"
"233","No","2.0","3.0",50,39,"9mm","Extremely credible","Extremely credible","Moderately reliable","Moderately reliable","Moderately reliable","Moderately scientific","Moderately scientific","Moderately scientific","4.0","4.0","Occasionally","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658459722.28885,11,"57bc688eda193d5c0d9f471986261804","Yes","Yes","Inconclusive","Corrected"
"234","No","2.0","1 <br/> Not at all strong",50,50,"9mm","Extremely credible","Extremely credible","Neither reliable nor unreliable","Neither reliable nor unreliable","Extremely reliable","Weakly scientific","Neither scientific nor unscientific","Extremely scientific","4.0","2.0","Rarely","Neither reliable nor unreliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658459782.6012,11,"89ab093c38a13df7edc92cec1c966a51","Yes","Yes","Inconclusive","Corrected"
