"","race","gender","age","income","gunown","guncomfort","time.x","conclusion.x","random_number","actual_time1","educ","vote","poli","arrest","state","jury","jurycrim","time.y","conclusion.y","actual_time2","guilty","strength","prob_hide","check","guilt_free_num","guilt_free_denom","innocent_free_num","innocent_free_denom","prob_vis","guilt_bet","innocent_bet","fixed_like","time.x.x","conclusion.x.x","page_count","opinion_guilt","open_info","actual_time3","order","time.y.y","conclusion.y.y","clean_prints","clean_id"
"260","White","Male","Over 65","$50,000 - $59,999","Yes","Moderately Comfortable",1685985052.05367,"NoMatch",0.329110455000773,"2023-06-05 12:10:52","High school graduate","Republican","Somewhat Conservative","No","","No","N/A",1685985218.5521,"NoMatch","2023-06-05 12:13:38","No","5 <br/> Moderately strong",48,"9mm",1,52,NA,NA,65,NA,25,"About 1 chance in 100",1685986281.3345,"NoMatch",24,"No","Not sure","2023-06-05 12:31:21",5731642,1685985052.05998,"NoMatch",166,47
"261","Black or African American","Male","46 - 55","$20,000 - $29,999","No","Moderately Uncomfortable",1685985411.61465,"NoMatch",0.305211884668097,"2023-06-05 12:16:51","Some college","Republican","Very Conservative","No","VA","Yes","Yes",1685985479.98852,"NoMatch","2023-06-05 12:17:59","No","1 <br/> Not at all strong",2,"9mm",1,1e+06,NA,NA,10,NA,50,"Impossible that he is guilty",1685986853.97412,"NoMatch",24,"No","I think the defendant could be innocent. The arresting officer merely found a legally owned gun in the defendant's vehicle. There's no positive identification of the defendant. They tested the gun and it doesn't match as the gun that was fired during the crime.","2023-06-05 12:40:53",3461752,1685985411.62699,"NoMatch",233,4
"262","Black or African American","Female","56 - 65","$60,000 - $69,999","Yes","Extremely Comfortable",1685987248.82027,"NoMatch",0.385143703315407,"2023-06-05 12:47:28","Some college","No consistent preference","Middle of the Road","Yes","OH","No","N/A",1685987273.29064,"NoMatch","2023-06-05 12:47:53","No","1 <br/> Not at all strong",0,"9mm",1,10000,NA,NA,1,NA,50,"About 1 chance in 10,000",1685987967.79851,"NoMatch",24,"No","Not guilty","2023-06-05 12:59:27",6312574,1685987248.84074,"NoMatch",181,105
"263","White","Male","56 - 65","$90,000 - $99,999","Yes","Slightly Uncomfortable",1685987364.18756,"NoMatch",0.456345327198505,"2023-06-05 12:49:24","4 year degree","Republican","Somewhat Conservative","No","IN","Yes","Yes",1685987397.37146,"NoMatch","2023-06-05 12:49:57","No","1 <br/> Not at all strong",1,"9mm",1,100,NA,NA,2,NA,50,"About 1 chance in 10,000",1685988966.86562,"NoMatch",24,"No","Not Guilty","2023-06-05 13:16:06",6472153,1685987364.19917,"NoMatch",82,143
"264","White","Male","56 - 65","$70,000 - $79,999","Yes","Extremely Comfortable",1685987671.04126,"NoMatch",0.0472341685090214,"2023-06-05 12:54:31","Professional degree","Democratic","Very Liberal","No","IN","No","N/A",1685987705.32987,"NoMatch","2023-06-05 12:55:05","Yes","8",100,"9mm",NA,NA,1,1000,99,50,NA,"About 9,999 chances in 10,000",1685988268.95071,"NoMatch",24,"Yes","I have to agree with the state he's guilty. Firearms evidence beyond preponderance. I'm sure when arrested be underwent a finger swab for residue gun powder. Standard procedure.","2023-06-05 13:04:28",7612534,1685987671.04763,"NoMatch",101,106
"265","White","Male","56 - 65","$80,000 - $89,999","Yes","Moderately Uncomfortable",1685988008.37267,"Match",0.480502289487049,"2023-06-05 13:00:08","Professional degree","Democratic","Somewhat Liberal","No","FL","Yes","Yes",1685988038.49407,"Match","2023-06-05 13:00:38","No","5 <br/> Moderately strong",73,"9mm",NA,NA,1,50,70,50,NA,"About 9 chances in 10",1685988719.21501,"Match",24,"Yes","That his gun fired the bullet in the store. Since no evidence has been presented about him or his story, I cannot reach a conclusion if he was the one who fired it. Until evidence is presented to prove otherwise, however, it was likely him.","2023-06-05 13:11:59",5427631,1685988008.38513,"Match",6,231
"266","White","Male","Over 65","$70,000 - $79,999","No","Extremely Comfortable",1686018967.06658,"Match",0.545233900891617,"2023-06-05 21:36:07","Professional degree","No consistent preference","Middle of the Road","No","CA","No","N/A",1686018993.40014,"Match","2023-06-05 21:36:33","No","4",33,"9mm",NA,NA,1,20,30,25,NA,"1 chance in 2 (fifty-fifty chance)",1686020207.34741,"Match",24,"Yes","Too soon to tell but I expect he fired the firearm found in his car","2023-06-05 21:56:47",2163745,1686018967.0826,"Match",118,61
"267","White","Male","Over 65","$100,000 - $149,999","No","Slightly Comfortable",1686019215.83722,"Match",0.586574331624433,"2023-06-05 21:40:15","4 year degree","Republican","Very Conservative","No","CA","Yes","Yes",1686019238.39168,"Match","2023-06-05 21:40:38","Yes","9 <br/> Extremely strong",92,"9mm",NA,NA,1,100,95,50,NA,"About 99 chances in 100",1686019769.84564,"Match",24,"Yes","I thimk he is guilty of the charge.","2023-06-05 21:49:29",6214753,1686019215.84412,"Match",73,202
"268","Asian","Male","56 - 65","$100,000 - $149,999","No","Neither Comfortable nor Uncomfortable",1686019896.04949,"Match",0.757275535957888,"2023-06-05 21:51:36","Doctorate","No consistent preference","Middle of the Road","No","CA","Yes","Yes",1686019935.08547,"Match","2023-06-05 21:52:15","Yes","6",61,"9mm",NA,NA,1,4,75,50,NA,"About 9 chances in 10",1686020831.19287,"Match",24,"Yes","He could be guilt","2023-06-05 22:07:11",4213576,1686019896.06243,"Match",165,54
"269","White","Male","56 - 65","$20,000 - $29,999","No","Slightly Uncomfortable",1686021472.4019,"Match",0.225501687265933,"2023-06-05 22:17:52","Professional degree","Democratic","Somewhat Liberal","No","WV","No","N/A",1686021515.24837,"Match","2023-06-05 22:18:35","No","6",66,"9mm",1,4,NA,NA,75,NA,20,"About 9 chances in 10",1686022399.07765,"Match",24,"No","It appears that the bullet recovered from the liquor store ceiling was fired from the gun in Defendant's car. No ID of Defendant in store","2023-06-05 22:33:19",3627145,1686021472.41099,"Match",212,53
"270","Asian","Female","46 - 55","More than $150,000","No","Extremely Uncomfortable",1686021782.95926,"NoMatch",0.158977703889832,"2023-06-05 22:23:02","4 year degree","Democratic","Somewhat Liberal","No","IL","No","N/A",1686021816.76889,"NoMatch","2023-06-05 22:23:36","No","2",11,"9mm",1,10,NA,NA,10,NA,50,"About 1 chance in 100",1686022747.76431,"NoMatch",24,"No","So far I think there’s not enough concrete evidence to prove him guilty ","2023-06-05 22:39:07",7436215,1686021782.9705,"NoMatch",226,276
"271","Asian","Female","56 - 65","More than $150,000","No","Extremely Uncomfortable",1686022282.99849,"NoMatch",0.253468776820228,"2023-06-05 22:31:22","Professional degree","No consistent preference","Middle of the Road","No","TX","No","No",1686022305.54084,"NoMatch","2023-06-05 22:31:45","No","3",42,"9mm",1,10000,NA,NA,50,NA,20,"About 1 chance in 10,000",1686022747.58286,"NoMatch",24,"No","That he may not be guilty","2023-06-05 22:39:07",6735124,1686022283.00475,"NoMatch",208,188
"272","White","Male","56 - 65","$50,000 - $59,999","No","Extremely Uncomfortable",1686022347.18862,"NoMatch",0.0973435831256211,"2023-06-05 22:32:27","Professional degree","Democratic","Very Liberal","No","KY","No","N/A",1686022369.49253,"NoMatch","2023-06-05 22:32:49","No","1 <br/> Not at all strong",2,"9mm",3,100,NA,NA,2,NA,50,"About 1 chance in 100",1686022986.08864,"NoMatch",24,"No","it is looking like he is not guilty","2023-06-05 22:43:06",7426135,1686022347.19988,"NoMatch",233,212
"273","Asian","Male","Over 65","$100,000 - $149,999","No","Neither Comfortable nor Uncomfortable",1686022586.6825,"Match",0.237396620446816,"2023-06-05 22:36:26","Professional degree","Republican","Somewhat Conservative","No","HI","No","N/A",1686022606.15469,"Match","2023-06-05 22:36:46","No","5 <br/> Moderately strong",67,"9mm",NA,NA,1,6,75,35,NA,"About 9 chances in 10",1686023524.14323,"Match",24,"Yes","I haven't fully made up my mind about the defendant at this point -- just trying to remain objective until all testimony is heard.","2023-06-05 22:52:04",3675214,1686022586.68858,"Match",129,116
"274","Asian","Female","56 - 65","$90,000 - $99,999","No","Extremely Uncomfortable",1686108516.78193,"NoMatch",0.74078835430555,"2023-06-06 22:28:36","4 year degree","No consistent preference","Middle of the Road","No","NY","No","N/A",1686108560.20069,"NoMatch","2023-06-06 22:29:20","Yes","3",29,"9mm",1,2,NA,NA,20,NA,40,"About 1 chance in 10",1686111110.69908,"NoMatch",24,"No","Based on the presented testimony, it suggests that the forensic evidence does not support a conclusion that the defendant, Richard Cole, fired the bullet into the convenience store ceiling. It would be up to the jury to consider all the evidence and testimony presented in the trial and determine the defendant's guilt or innocence based on the available information.","2023-06-06 23:11:50",7624351,1686108516.79092,"NoMatch",233,279
"275","Black or African American","Male","56 - 65","$100,000 - $149,999","No","Extremely Uncomfortable",1686112277.33068,"NoMatch",0.45472418749705,"2023-06-06 23:31:17","4 year degree","Democratic","Very Liberal","No","AL","No","N/A",1686112316.61627,"NoMatch","2023-06-06 23:31:56","Yes","9 <br/> Extremely strong",100,"9mm",NA,NA,1,1,100,50,NA,"Certain to be guilty",1686112621.22328,"NoMatch",24,"Yes","he is guilty","2023-06-06 23:37:01",7624513,1686112277.34058,"NoMatch",29,268
"276","Black or African American","Male","56 - 65","$100,000 - $149,999","No","Extremely Uncomfortable",1686112870.72723,"NoMatch",0.873177636647597,"2023-06-06 23:41:10","4 year degree","Democratic","Very Liberal","No","OH","No","N/A",1686112908.47023,"NoMatch","2023-06-06 23:41:48","Yes","9 <br/> Extremely strong",100,"9mm",NA,NA,1,1,100,50,NA,"Certain to be guilty",1686113035.71961,"NoMatch",24,"Yes","guilty","2023-06-06 23:43:55",2463157,1686112870.73994,"NoMatch",29,271
"277","Black or African American","Male","56 - 65","$100,000 - $149,999","No","Slightly Uncomfortable",1686116249.36127,"NoMatch",0.441622494254261,"2023-06-07 00:37:29","4 year degree","Democratic","Very Liberal","No","TX","No","N/A",1686116291.75727,"NoMatch","2023-06-07 00:38:11","No","5 <br/> Moderately strong",50,"9mm",1,50,NA,NA,50,NA,30,"1 chance in 2 (fifty-fifty chance)",1686117763.79164,"NoMatch",24,"No","I think he may be guilty of the charge","2023-06-07 01:02:43",4527316,1686116249.37054,"NoMatch",143,265
"278","Asian","Female","56 - 65","$100,000 - $149,999","No","Moderately Uncomfortable",1686116663.30483,"Match",0.479713230160996,"2023-06-07 00:44:23","Professional degree","Republican","Very Conservative","No","AZ","No","N/A",1686116684.37315,"Match","2023-06-07 00:44:44","Yes","7",96,"9mm",NA,NA,1,1000,98,50,NA,"About 9 chances in 10",1686117801.55554,"Match",24,"Yes","From the expert opinion, Terry Smith, it seems very likely that the two bullets were fired from the same gun, Richard Cole's gun.","2023-06-07 01:03:21",3752614,1686116663.31698,"Match",77,229
"279","White","Female","56 - 65","$70,000 - $79,999","No","Extremely Uncomfortable",1686148895.26397,"NoMatch",0.388067574473098,"2023-06-07 09:41:35","Professional degree","Democratic","Somewhat Liberal","No","NM","No","N/A",1686148918.7527,"NoMatch","2023-06-07 09:41:58","No","1 <br/> Not at all strong",3,"9mm",1,1e+08,NA,NA,5,NA,50,"About 1 chance in 10,000",1686149359.92807,"NoMatch",24,"No","the defendant's gun did not fire the shot in the convenience store.","2023-06-07 09:49:19",2136745,1686148895.27355,"NoMatch",119,233
