"","...1","guilty","strength","gunstrength","probability","gunprob","check1","firetestcred","algtestcred","overrel","examrel","algrel","examsci","oversci","algsci","expunder","algunder","mistakes","firerel","check2","firesci","unique","harm","time","scenario_number","algorithm","picture","conclusion","typos","clean_prints"
"222",208,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",2,2,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658438638.03004,11,"Yes","Yes","Inconclusive","Corrected",104
"223",209,"No","4.0","4.0",50,50,"9mm","Extremely credible","Extremely credible","Weakly unreliable","Extremely reliable","Moderately reliable","Extremely scientific","Extremely scientific","Extremely scientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Sometimes","Weakly reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658438677.00941,8,"Yes","No","Inconclusive","Corrected",488
"224",210,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,1,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Moderately scientific","Moderately scientific","Extremely scientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658439270.18902,11,"Yes","Yes","Inconclusive","Corrected",58
"225",211,"No","1 <br/> Not at all strong","9 <br/> Extremely strong",10,50,"9mm","Extremely credible","Extremely credible","Moderately reliable","Moderately reliable","Weakly reliable","Moderately scientific","Extremely scientific","Extremely scientific","4.0","4.0","Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658439383.77165,10,"Yes","Yes","Match","Corrected",265
"226",212,"Yes","7.0","8.0",90,96,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","4.0","3 <br/> I understood about half of the method","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658439646.09801,7,"Yes","No","Match","Corrected",140
"227",213,"Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",96,99,"9mm","Extremely credible","Extremely credible","Extremely reliable","Moderately reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","4.0","4.0","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658441545.01496,10,"Yes","Yes","Match","Corrected",586
"228",214,"Yes","8.0","8.0",97,96,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Moderately scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658448302.9495,8,"Yes","No","Inconclusive","Corrected",613
"229",215,"No","2.0","1 <br/> Not at all strong",12,12,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Moderately reliable","Extremely scientific","Extremely scientific","Extremely scientific","4.0","3 <br/> I understood about half of the method","Sometimes","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658448360.94474,11,"Yes","Yes","Inconclusive","Corrected",211
"230",216,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,0,"9mm","Extremely credible","Moderately credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","4.0","3 <br/> I understood about half of the method","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658449436.67517,12,"Yes","Yes","NoMatch","Corrected",527
"231",217,"No","2.0","2.0",10,10,"9mm","Extremely credible","Extremely credible","Moderately reliable","Moderately reliable","Moderately reliable","Moderately scientific","Moderately scientific","Moderately scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Failing to convict a guilty person",1658449579.21435,11,"Yes","Yes","Inconclusive","Corrected",493
"232",218,"No","3.0","3.0",40,40,"9mm","Extremely credible","Extremely credible","Moderately reliable","Extremely reliable","Moderately reliable","Extremely scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658449840.8311,8,"Yes","No","Inconclusive","Corrected",317
"233",219,"No","4.0","7.0",50,90,"9mm","Moderately credible","Moderately credible","Moderately reliable","Moderately reliable","Moderately reliable","Extremely scientific","Moderately scientific","Moderately scientific","5 <br/> I understood everything","5 <br/> I understood everything","Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658449920.00298,7,"Yes","No","Match","Corrected",125
"234",220,"No","3.0","2.0",15,1,"9mm","Extremely credible","Extremely credible","Moderately reliable","Moderately reliable","Moderately reliable","Moderately scientific","Moderately scientific","Moderately scientific","4.0","4.0","Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658450795.46924,9,"Yes","No","NoMatch","Corrected",271
"235",221,"Yes","8.0","9 <br/> Extremely strong",96,97,"9mm","Extremely credible","Moderately credible","Extremely reliable","Extremely reliable","Moderately reliable","Extremely scientific","Extremely scientific","Moderately scientific","4.0","4.0","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658452280.94644,10,"Yes","Yes","Match","Corrected",485
"236",222,"No","3.0","1 <br/> Not at all strong",22,10,"9mm","Moderately credible","Moderately credible","Moderately unreliable","Moderately reliable","Moderately reliable","Moderately scientific","Moderately scientific","Moderately scientific","4.0","2.0","Sometimes","Neither reliable nor unreliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658452350.12196,8,"Yes","No","Inconclusive","Corrected",205
"237",223,"No","2.0","2.0",34,26,"9mm","Extremely credible","Extremely credible","Moderately unreliable","Moderately reliable","Moderately reliable","Neither scientific nor unscientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658452398.73906,12,"Yes","Yes","NoMatch","Corrected",585
"238",224,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",2,1,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","4.0","4.0","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658453252.21122,12,"Yes","Yes","NoMatch","Corrected",446
"239",225,"No","1 <br/> Not at all strong","3.0",50,30,"9mm","Extremely credible","Extremely credible","Neither reliable nor unreliable","Moderately reliable","Moderately reliable","Extremely scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Occasionally","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658454851.92332,11,"Yes","Yes","Inconclusive","Corrected",331
"240",226,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",0,0,"9mm","Extremely credible","Extremely credible","Extremely unreliable","Extremely reliable","Extremely reliable","Moderately scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","3 <br/> I understood about half of the method","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658455539.35182,12,"Yes","Yes","NoMatch","Corrected",561
"241",227,"No","3.0","2.0",10,11,"9mm","Extremely credible","Moderately noncredible","Extremely reliable","Extremely reliable","Moderately unreliable","Moderately unscientific","Extremely scientific","Extremely unscientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Sometimes","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658455821.59086,11,"Yes","Yes","Inconclusive","Corrected",40
"242",228,"No","3.0","8.0",70,80,"9mm","Extremely credible","Extremely credible","Extremely reliable","Moderately reliable","Weakly reliable","Moderately scientific","Moderately scientific","Moderately scientific","5 <br/> I understood everything","5 <br/> I understood everything","Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658456192.42894,10,"Yes","Yes","Match","Corrected",591
"243",229,"Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",98,97,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658457636.81578,7,"Yes","No","Match","Corrected",381
"244",230,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",0,0,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658457741.58037,9,"Yes","No","NoMatch","Corrected",543
"245",231,"No","4.0","4.0",50,50,"22mm","Extremely credible","Extremely credible","Extremely reliable","Moderately reliable","Moderately reliable","Moderately scientific","Extremely scientific","Extremely scientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658458674.04785,11,"Yes","Yes","Inconclusive","Corrected",412
"246",232,"No","2.0","1 <br/> Not at all strong",16,1,"9mm","Extremely credible","Extremely credible","Extremely unreliable","Extremely reliable","Extremely reliable","Extremely scientific","Moderately scientific","Extremely scientific","4.0","3 <br/> I understood about half of the method","Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658459055.06857,8,"Yes","No","Inconclusive","Corrected",378
