"","race","gender","age","income","gunown","guncomfort","time.x","fingerprint","educ","vote","poli","arrest","state","jury","jurycrim","time.y"
"667","White","Male",58,"$40,000 - $49,999","No","Neither Comfortable nor Uncomfortable",1658513425.86405,"186c0812b3498c22be253df2bafd3d46","4 year degree","Democratic","Very Liberal","No","MI","No","N/A",1658513460.96057
"668","White","Male",76,"$60,000 - $69,999","Yes","Moderately Comfortable",1658513602.65928,"a70a12952ac41194fce1a51c19b4a429","4 year degree","Democratic","Somewhat Liberal","No","ME","Yes","N/A",1658513657.31554
"669","Asian","Male",63,"$70,000 - $79,999","Yes","Moderately Comfortable",1658513644.98435,"09a870e5c03fa9a5d293810428deaa12","2 year degree","Republican","Somewhat Conservative","No","CA","No","N/A",1658513671.14537
"670","White, American Indian or Alaska Native","Male",63,"$70,000 - $79,999","No","Slightly Uncomfortable",1658513661.40052,"28f354ca19553ea4d5a6de675deaea61","Professional degree","Republican","Somewhat Conservative","No","VA","Yes","Yes",1658513702.41426
"671","White","Male",65,"$100,000 - $149,999","Yes","Moderately Comfortable",1658513957.20283,"529622fd7515e57c2f3729f8f0f18945","4 year degree","Democratic","Middle of the Road","No","NC","Yes","Yes",1658514002.85983
"672","White","Male",NA,"$50,000 - $59,999","No","Moderately Comfortable",1658513958.35415,"a49fb69f4d3a6199275d7767d4b63679","4 year degree","Democratic","Somewhat Liberal","Yes","TX","Yes","Yes",1658513995.02972
"673","White","Male",NA,"$100,000 - $149,999","No","Slightly Uncomfortable",1658514127.4805,"fa9ec9f067dac9b029efee80da59eeb1","Professional degree","Democratic","Somewhat Liberal","Yes","CA","Yes","Yes",1658514153.80333
"674","White","Male",64,"$100,000 - $149,999","No","Slightly Uncomfortable",1658514208.39483,"3ada2c10d2bbfac902bc522ef2680cfe","Doctorate","Republican","Somewhat Conservative","No","OH","No","N/A",1658514231.69994
"675","White","Male",65,"$10,000 - $19,999","No","Neither Comfortable nor Uncomfortable",1658514218.06043,"412f458ebd3abfdbfa3a33d8c84d7e77","Some college","No consistent preference","Very Liberal","No","CT","No","N/A",1658514254.05165
"676","White","Male",65,"$10,000 - $19,999","No","Neither Comfortable nor Uncomfortable",1658514218.06043,"412f458ebd3abfdbfa3a33d8c84d7e77","Some college","No consistent preference","Very Liberal","No","CT","No","N/A",1658516921.28657
"677","Asian","Female",57,"More than $150,000","No","Extremely Uncomfortable",1658514273.91048,"9e8a30769cb32650014a836ecaad2c02","Professional degree","No consistent preference","Middle of the Road","No","WA","No","N/A",1658514300.26925
"678","Asian","Female",57,"More than $150,000","No","Extremely Uncomfortable",1658514273.91048,"9e8a30769cb32650014a836ecaad2c02","Professional degree","No consistent preference","Middle of the Road","No","WA","No","N/A",1658514703.44766
"679","White","Male",59,"$70,000 - $79,999","Yes","Extremely Comfortable",1658514395.81235,"0fa4f6a0911e58d2dc50b9ba5afe020e","Some college","Republican","Somewhat Conservative","No","LA","Yes","Yes",1658514418.97112
"680","Asian","Female",57,"More than $150,000","No","Extremely Uncomfortable",1658514701.5994,"9e8a30769cb32650014a836ecaad2c02","Professional degree","No consistent preference","Middle of the Road","No","WA","No","N/A",1658514300.26925
"681","Asian","Female",57,"More than $150,000","No","Extremely Uncomfortable",1658514701.5994,"9e8a30769cb32650014a836ecaad2c02","Professional degree","No consistent preference","Middle of the Road","No","WA","No","N/A",1658514703.44766
"682","White","Male",65,"$60,000 - $69,999","Yes","Slightly Comfortable",1658515842.84343,"52bb106e9aad802212ff017ab6a74181","Professional degree","Republican","Somewhat Conservative","Yes","OH","No","N/A",1658516095.31639
"683","Other","Male",62,"$100,000 - $149,999","No","Moderately Comfortable",1658515945.84367,"519227721e71f36e0a1900c1f814baf4","4 year degree","No consistent preference","Somewhat Conservative","No","TX","No","N/A",1658515974.47122
"684","White","Male",66,"More than $150,000","No","Extremely Uncomfortable",1658516443.72473,"a2920a33e1b08548957d650beb901d58","Professional degree","No consistent preference","Middle of the Road","Yes","MN","No","N/A",1658516467.0066
"685","White","Male",67,"$60,000 - $69,999","No","Neither Comfortable nor Uncomfortable",1658516514.82335,"38bd9c63e246f51ece7836badd162d1c","4 year degree","Democratic","Somewhat Liberal","No","NY","Yes","Yes",1658516611.45076
"686","White","Male",67,"$60,000 - $69,999","No","Neither Comfortable nor Uncomfortable",1658516514.82335,"38bd9c63e246f51ece7836badd162d1c","4 year degree","Democratic","Somewhat Liberal","No","NY","Yes","Yes",1658517051.55634
"687","White","Male",67,"$60,000 - $69,999","No","Neither Comfortable nor Uncomfortable",1658516514.82335,"38bd9c63e246f51ece7836badd162d1c","Professional degree","Democratic","Somewhat Liberal","No","NY","Yes","Yes",1658517702.94843
"688","Black or African American","Female",NA,"$50,000 - $59,999","No","Neither Comfortable nor Uncomfortable",1658516590.1571,"6dd80a1677e62ad65f8a1c51a77b0141","Professional degree","Democratic","Middle of the Road","No","NC","No","N/A",1658516633.32805
"689","White","Male",65,"$10,000 - $19,999","No","Neither Comfortable nor Uncomfortable",1658516875.85654,"412f458ebd3abfdbfa3a33d8c84d7e77","Some college","No consistent preference","Very Liberal","No","CT","No","N/A",1658514254.05165
"690","White","Male",65,"$10,000 - $19,999","No","Neither Comfortable nor Uncomfortable",1658516875.85654,"412f458ebd3abfdbfa3a33d8c84d7e77","Some college","No consistent preference","Very Liberal","No","CT","No","N/A",1658516921.28657
"691","White","Male",67,"$60,000 - $69,999","No","Neither Comfortable nor Uncomfortable",1658517005.33947,"38bd9c63e246f51ece7836badd162d1c","4 year degree","Democratic","Somewhat Liberal","No","NY","Yes","Yes",1658516611.45076
"692","White","Male",67,"$60,000 - $69,999","No","Neither Comfortable nor Uncomfortable",1658517005.33947,"38bd9c63e246f51ece7836badd162d1c","4 year degree","Democratic","Somewhat Liberal","No","NY","Yes","Yes",1658517051.55634
"693","White","Male",67,"$60,000 - $69,999","No","Neither Comfortable nor Uncomfortable",1658517005.33947,"38bd9c63e246f51ece7836badd162d1c","Professional degree","Democratic","Somewhat Liberal","No","NY","Yes","Yes",1658517702.94843
"694","White","Male",66,"$30,000 - $39,999","No","Extremely Uncomfortable",1658517161.10974,"205ab3a227ecd77c79c8510e7e09d5ad","High school graduate","Democratic","Very Liberal","Yes","FL","Yes","Yes",1658517197.27262
"695","Asian","Female",48,"Less than $10,000","No","Extremely Uncomfortable",1658517294.54457,"8ba58186e63fe71a9422c2aa3a83fd54","4 year degree","No consistent preference","Middle of the Road","No","CA","No","N/A",1658517320.16924
"696","White","Male",62,"$20,000 - $29,999","No","Slightly Uncomfortable",1658517401.0324,"f5793352b9e951240b8b935951d8d747","Some college","Democratic","Somewhat Liberal","No","IN","No","N/A",1658517454.57598
"697","Asian","Female",57,"More than $150,000","No","Extremely Uncomfortable",1658517405.18343,"0fb42079a27ec9954660996e8fdb27d6","Doctorate","Democratic","Somewhat Liberal","No","MA","No","N/A",1658517420.44426
"698","White","Male",79,"$40,000 - $49,999","No","Neither Comfortable nor Uncomfortable",1658517612.44823,"5bb99e089961c53efe425ddbec2a011a","Professional degree","Democratic","Somewhat Liberal","No","MD","No","N/A",1658517667.19619
"699","Black or African American","Female",71,"$100,000 - $149,999","No","Extremely Uncomfortable",1658517630.5898,"277a9ab7d718d7a90b1ba0aa25a8d4bd","Professional degree","Democratic","Somewhat Conservative","No","TX","No","N/A",1658517680.21052
"700","White","Male",67,"$60,000 - $69,999","No","Neither Comfortable nor Uncomfortable",1658517662.56137,"38bd9c63e246f51ece7836badd162d1c","4 year degree","Democratic","Somewhat Liberal","No","NY","Yes","Yes",1658516611.45076
"701","White","Male",67,"$60,000 - $69,999","No","Neither Comfortable nor Uncomfortable",1658517662.56137,"38bd9c63e246f51ece7836badd162d1c","4 year degree","Democratic","Somewhat Liberal","No","NY","Yes","Yes",1658517051.55634
"702","White","Male",67,"$60,000 - $69,999","No","Neither Comfortable nor Uncomfortable",1658517662.56137,"38bd9c63e246f51ece7836badd162d1c","Professional degree","Democratic","Somewhat Liberal","No","NY","Yes","Yes",1658517702.94843
"703","Asian","Female",NA,"$100,000 - $149,999","No","Extremely Uncomfortable",1658517933.88702,"71a75d30c4fedab776b18004336cb89e","Professional degree","Democratic","Somewhat Liberal","No","VA","No","N/A",1658517959.67837
"704","Black or African American","Female",65,"$30,000 - $39,999","No","Extremely Uncomfortable",1658520633.67503,"a79ca0584d1b5c49639a9f8da592cc0b","Some college","Democratic","Very Liberal","No","IL","Yes","Yes",1658520668.62108
"705","Hispanic","Female",49,"More than $150,000","Yes","Extremely Comfortable",1658522932.54006,"90431a1268261c057bf6d5f21191331b","Professional degree","Republican","Very Conservative","No","LA","No","N/A",1658522963.17195
"706","Black or African American","Male",29,"$10,000 - $19,999","Yes","Extremely Comfortable",1658630725.39394,"e65fa147bf9f1df88b79a695f23c75be","High school graduate","Republican","Very Conservative","Yes","AL","No","N/A",1658630776.25449
"707","Asian","Female",33,"$90,000 - $99,999","No","Moderately Comfortable",1658635172.20645,"24ae81079d1da3d12e3ee343545a1aa9","4 year degree","No consistent preference","Middle of the Road","No","CA","No","N/A",1658635189.49189
"708","Asian","Female",20,"$20,000 - $29,999","No","Extremely Uncomfortable",1658636349.59458,"49a266a13c4744fc68257000312f140e","Some college","Democratic","Very Liberal","No","TX","No","N/A",1658636377.81292
